,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,SUBLOCALITY,LATITUDE,LONGITUDE,BEDS_BATH_RATIO,SQFT_BEDS_RATIO,SQFT_BATH_RATIO,SQFT For TotalRooms,LOCATION_SIZE,Distance_to_center
3841,7,1250000,3,2.0,2049.0,9,40.6520971,-73.9451094,1.5,683.0,1024.5,409.8,-6159342.699400393,14027.593323869518
3842,0,975000,2,2.0,1270.0,11,40.8370331,-73.9477948,1.0,635.0,635.0,317.5,-3835156.850777902,6997.405937974807
3843,2,849000,3,2.0,2184.207862,11,40.7719831,-73.9802428,1.5,728.0692873333334,1092.103931,436.8415724,-6588272.499398467,914.7216775912653
3844,7,1699000,3,2.0,2200.0,9,40.6870728,-73.9584649,1.5,733.3333333333334,1100.0,440.0,-6620137.580237598,10022.136154753643
3845,0,1195000,2,2.0,2184.207862,11,40.77475,-73.9488864,1.0,1092.103931,1092.103931,546.0519655,-6585926.980278525,1901.201661475216
3846,0,190000,3,1.0,500.0,13,40.7122499,-73.78851,3.0,166.66666666666666,500.0,125.0,-1502048.1294343246,16985.445969416865
3847,0,405000,3,1.0,550.0,11,40.7740666,-73.9522989,3.0,183.33333333333334,550.0,137.5,-1658434.7783144386,1627.8281532597464
3849,7,738280,3,2.3738608579684373,1302.0,14,40.6619508,-73.7548417,1.2637640449438203,434.0,548.473595505618,242.28390619183523,-3904718.499296279,22261.688494668753
3850,10,950000,5,2.0,1660.0,9,40.5792869,-73.9603435,2.5,332.0,830.0,237.14285714285714,-4982088.276861023,21968.17947690646
3851,2,800000,3,1.0,916.0,12,40.7067114,-74.010457,3.0,305.3333333333333,916.0,229.0,-2759653.6393318973,8449.550321413033
3853,0,1950000,2,3.0,2184.207862,11,40.7695956,-73.9688773,0.6666666666666666,1092.103931,728.0692873333334,436.8415724,-6586874.618011943,813.7527689600048
3855,0,1950000,2,2.0,960.0,11,40.7373507,-74.0063169,1.0,480.0,480.0,240.0,-2894228.4341478115,5273.500041652784
3857,2,1175000,4,2.0,2184.207862,13,40.7932921,-73.7951779,2.0,546.0519655,1092.103931,364.0346436666667,-6575226.309866676,14944.67369946134
3858,7,799000,4,2.0,2184.207862,14,40.6757849,-73.8361627,2.0,546.0519655,1092.103931,364.0346436666667,-6559927.297133187,15986.742889908028
3862,2,760000,1,1.0,700.0,11,40.766298,-73.9881994,1.0,700.0,700.0,350.0,-2111357.4896566747,1830.8082031537454
3868,0,995000,2,2.0,2184.207862,11,40.7699248,-73.9617134,1.0,1092.103931,1092.103931,546.0519655,-6586289.859458945,1103.6700507230157
3879,0,579000,3,2.0,1200.0,13,40.7346339,-73.8602384,1.5,400.0,600.0,240.0,-3610403.725188866,10459.38236567419
3880,7,1175000,3,2.3738608579684373,2184.207862,9,40.577735,-73.9632478,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6555378.022753848,22131.703775443028
3881,2,648888,2,2.0,950.0,13,40.7188694,-73.8111217,1.0,475.0,475.0,237.5,-2855230.1535313157,14947.826983839961
3884,0,154900,1,1.0,700.0,20,40.8646563,-73.9082145,1.0,700.0,700.0,350.0,-2114163.6483024233,11131.277781559711
3886,2,589000,3,1.0,415.0,11,40.7602412,-73.9954328,3.0,138.33333333333334,415.0,103.75,-1251669.7507799526,2731.807205906023
3887,11,565000,2,2.0,1238.0,16,40.5493207,-74.1744217,1.0,619.0,619.0,309.5,-3723560.34760392,30538.298331400318
3890,0,199999,3,1.0,471.0,13,40.7223099,-73.84153,3.0,157.0,471.0,117.75,-1416295.9016987192,12493.305366740857
3892,7,749999,3,2.0,2184.207862,9,40.6485435,-73.9292272,1.5,728.0692873333334,1092.103931,436.8415724,-6563796.699848003,14682.773034136584
3893,0,1595000,2,2.0,2184.207862,11,40.7942107,-73.9761618,1.0,1092.103931,1092.103931,546.0519655,-6591500.588405357,1991.9101514254864
3894,0,258000,3,1.0,500.0,13,40.7666016,-73.8157611,3.0,166.66666666666666,500.0,125.0,-1504608.862282239,13147.502599008867
3895,7,685000,3,2.0,1280.0,16,40.5491914,-74.1660279,1.5,426.6666666666667,640.0,256.0,-3849436.749689395,30158.900971042032
3896,10,599000,5,2.0,2184.207862,14,40.607379,-73.754678,2.5,436.8415724,1092.103931,312.0296945714286,-6541667.954448613,26229.775303539114
3898,2,245000,1,1.0,800.0,19,40.6189484,-74.1071576,1.0,800.0,800.0,400.0,-2408123.848500054,20946.019914775054
3899,0,729000,3,2.0,1400.0,20,40.8924692,-73.9091145,1.5,466.6666666666667,700.0,280.0,-4231256.663606733,13898.574911031516
3905,2,1990000,2,2.0,1309.0,11,40.7439229,-73.9937052,1.0,654.5,654.5,327.25,-3946365.110058155,4101.017211922152
3913,0,133000,1,1.0,630.0,20,40.8720291,-73.8695302,1.0,630.0,630.0,315.0,-1902094.480400769,13630.042177427214
3917,10,995000,6,3.0,2125.0,11,40.5895073,-73.9855167,2.0,354.1666666666667,708.3333333333334,236.11111111111111,-6381450.79915146,20846.60430061221
3919,0,1850000,3,2.0,2184.207862,11,40.7377082,-73.9819095,1.5,728.0692873333334,1092.103931,436.8415724,-6582882.381380955,4423.852949675195
3925,7,2570000,5,2.0,2000.0,9,40.6193875,-74.0353364,2.5,400.0,1000.0,285.7142857142857,-6014540.035848911,18303.36993693314
3926,0,225000,1,1.0,900.0,20,40.8574263,-73.8708848,1.0,900.0,900.0,450.0,-2716356.8082886115,12331.188291108807
3927,0,345000,1,1.0,900.0,13,40.7606023,-73.8222658,1.0,900.0,900.0,450.0,-2708136.015442822,12679.104817903066
3928,7,875000,5,2.0,1974.0,9,40.6174718,-73.9231114,2.5,394.8,987.0,282.0,-5927072.968106415,18163.25715904667
3929,11,1188000,7,2.0,2184.207862,14,40.696809,-73.842496,3.5,312.0296945714286,1092.103931,242.68976244444445,-6563880.896768417,14024.225221961537
3932,0,649000,1,1.0,687.0,11,40.7571111,-73.9630783,1.0,687.0,687.0,343.5,-2070976.2015053455,2283.5815693129643
3935,11,959000,2,2.0,1719.0,13,40.7564761,-73.7212008,1.0,859.5,859.5,429.75,-5164935.520207353,21183.626813253522
3938,7,758800,3,2.0,1633.0,16,40.5910792,-74.0801059,1.5,544.3333333333334,816.5,326.6,-4910417.030879193,22584.161528467597
3941,10,1595000,5,3.0,2184.207862,14,40.7435797,-73.8964717,1.6666666666666667,436.8415724,728.0692873333334,273.02598275,-6576227.849138704,7299.70685851571
3943,10,1089000,4,3.0,2184.207862,14,40.7099505,-73.7626558,1.3333333333333333,546.0519655,728.0692873333334,312.0296945714286,-6558901.144353703,19080.795705930224
3945,11,559900,2,1.0,1217.0,14,40.6609023,-73.8371049,2.0,608.5,1217.0,405.6666666666667,-3653778.786388215,17136.84381972863
3947,2,780000,3,3.0,1236.0,14,40.767546,-73.8314686,1.0,412.0,412.0,206.0,-3720270.7514039967,11820.557016378762
3948,0,173000,3,1.0,500.0,13,40.7172419,-73.8336819,3.0,166.66666666666666,500.0,125.0,-1503151.9431449757,13346.055697250364
3949,7,995000,4,2.0,2200.0,16,40.6146934,-74.0996097,2.0,550.0,1100.0,366.6666666666667,-6620972.443855366,21009.394150511678
3950,10,775000,4,2.0,2184.207862,14,40.656902,-73.7523889,2.0,546.0519655,1092.103931,364.0346436666667,-6549442.610016356,22755.931868613734
3951,2,1649000,1,1.0,800.0,11,40.7617008,-73.9996228,1.0,800.0,800.0,400.0,-2413080.3871091665,2907.4534773945657
3952,10,1290000,5,3.0,2184.207862,14,40.7404458,-73.9008992,1.6666666666666667,436.8415724,728.0692873333334,273.02598275,-6576116.004964681,7170.14983205025
3958,2,2750000,2,2.0,1488.0,11,40.7155919,-73.9912903,1.0,744.0,744.0,372.0,-4482747.579853732,6997.467209084462
3963,2,2295000,3,3.0,1615.0,11,40.7641145,-73.9651826,1.0,538.3333333333334,538.3333333333334,269.1666666666667,-4869427.15361949,1489.3593054627925
3966,0,243000,2,1.0,965.0,20,40.8643305,-73.9075188,2.0,482.5,965.0,321.6666666666667,-2914474.930064428,11127.585049571015
3967,0,1995000,4,2.0,2184.207862,11,40.7129113,-73.9781415,2.0,546.0519655,1092.103931,364.0346436666667,-6578540.3328431845,7113.554742130919
3969,7,845000,4,2.0,2184.207862,14,40.7108416,-73.7572751,2.0,546.0519655,1092.103931,364.0346436666667,-6558566.255220268,19461.620944018116
3971,2,599888,1,1.0,826.0,14,40.7436341,-73.916415,1.0,826.0,826.0,413.0,-2487600.900930339,5906.294260852112
3973,12,999000,4,2.0,2184.207862,9,40.6964448,-73.9283241,2.0,546.0519655,1092.103931,364.0346436666667,-6571451.372350789,9628.78118942512
3976,0,249000,1,1.0,750.0,13,40.7326518,-73.8546547,1.0,750.0,750.0,375.0,-2256221.95027825,10978.75416142184
3979,2,409000,1,1.0,559.0,13,40.7523131,-73.8324302,1.0,559.0,559.0,279.5,-1681942.8526563614,12006.847876311562
3980,2,630000,2,2.0,750.0,13,40.7627502,-73.8267096,1.0,375.0,375.0,187.5,-2257034.7911345563,12276.124381998814
3984,0,875000,2,2.0,2184.207862,11,40.7821142,-73.9544199,1.0,1092.103931,1092.103931,546.0519655,-6587609.349387059,1546.2226491213196
3985,0,975000,2,2.0,2184.207862,11,40.7795544,-73.9848893,1.0,1092.103931,1092.103931,546.0519655,-6589909.800858694,1186.4607142261368
3990,0,175000,1,1.0,627.0,13,40.7101573,-73.7988498,1.0,627.0,627.0,313.5,-1883735.4655160052,16304.246373622416
3992,2,2400000,1,2.0,1427.0,11,40.7613258,-73.9774014,0.5,1427.0,713.5,475.6666666666667,-4303000.002352062,1782.0162064411104
3995,0,299999,1,1.0,850.0,13,40.7249599,-73.84549,1.0,850.0,850.0,425.0,-2556251.4261889732,12058.993128205446
3996,0,120000,2,1.0,1100.0,20,40.8310613,-73.8998364,2.0,550.0,1100.0,366.6666666666667,-3319149.6251192084,8530.679042437185
3997,2,1995000,3,2.0,1376.0,11,40.7451522,-73.9927778,1.5,458.6666666666667,688.0,275.2,-4148429.4625906106,3943.715274259141
3998,12,1300000,3,2.3738608579684373,2184.207862,12,40.8274367,-73.9438954,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6593991.846853859,6098.149968466526
3999,2,1400000,3,2.0,1625.0,14,40.5783596,-73.8365039,1.5,541.6666666666666,812.5,325.0,-4868766.836149128,24809.97452262796
4001,7,1175000,3,2.3738608579684373,2184.207862,9,40.5791234,-73.9613152,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6555431.027710957,21983.046110327366
4003,8,75000,3,2.3738608579684373,2184.207862,11,40.6942163,-73.7530902,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6555515.92582857,20546.573723035017
4005,7,1200000,4,2.0,2173.0,16,40.5995725,-74.1264046,2.0,543.25,1086.5,362.1666666666667,-6539644.233869979,23638.857394261187
4008,7,799000,3,2.0,2184.207862,9,40.6284586,-73.9450168,1.5,728.0692873333334,1092.103931,436.8415724,-6561954.639355103,16629.517957211912
4010,2,925000,2,2.0,1033.0,11,40.7958546,-73.9464985,1.0,516.5,516.5,258.25,-3116262.050817627,2985.8437520319176
4012,2,2795000,2,2.0,1372.0,10,40.7716812,-73.9815796,1.0,686.0,686.0,343.0,-4138436.834785612,1026.9812358568552
4013,10,1560000,5,2.0,2184.207862,9,40.6165009,-73.9885469,2.5,436.8415724,1092.103931,312.0296945714286,-6563885.103461631,17869.76559917036
4016,11,780000,3,2.0,1900.0,14,40.7742555,-73.7407295,1.5,633.3333333333334,950.0,380.0,-5712774.356239836,19418.84323868115
4017,0,1199000,2,2.0,1000.0,11,40.775154,-73.962097,1.0,500.0,500.0,250.0,-3015815.895337938,794.9269420435919
4025,7,1049000,3,1.0,1683.0,9,40.6249039,-74.0253417,3.0,561.0,1683.0,420.75,-5061239.436959815,17479.91146068634
4034,7,725000,3,2.0,2184.207862,14,40.6763934,-73.7998105,1.5,728.0692873333334,1092.103931,436.8415724,-6556795.695482047,18254.39747288788
4035,11,938000,2,2.0,1700.0,14,40.7183478,-73.858704,1.0,850.0,850.0,425.0,-5112587.475799727,11492.046995099765
4038,7,1439000,4,2.0,2184.207862,9,40.6857744,-73.9493686,2.0,546.0519655,1092.103931,364.0346436666667,-6571598.515859733,10275.654301311268
4040,0,475000,2,1.0,975.0,9,40.5989402,-73.9939759,2.0,487.5,975.0,325.0,-2928975.0776562328,19855.41588385842
4043,2,2350000,2,2.0,1572.0,11,40.7422513,-74.0010561,1.0,786.0,786.0,393.0,-4739532.249071992,4574.354863237148
4044,0,1325000,2,2.0,1250.0,11,40.779515,-73.9844714,1.0,625.0,625.0,312.5,-3771313.5765292146,1151.4078723482041
4048,2,610000,1,1.0,673.0,11,40.7082816,-74.0180413,1.0,673.0,673.0,336.5,-2027848.1118491185,8563.300434783054
4049,11,1238000,3,2.0,1550.0,14,40.7561033,-73.7889919,1.5,516.6666666666666,775.0,310.0,-4661395.253232858,15524.60146145064
4050,10,789000,4,2.0,2184.207862,9,40.6382091,-73.9325492,2.0,546.0519655,1092.103931,364.0346436666667,-6562422.802360197,15739.840757877944
4051,4,699888,3,2.0,1870.0,16,40.541476,-74.174618,1.5,623.3333333333334,935.0,374.0,-5623367.686503034,31273.870211584188
4053,2,1299000,1,2.0,1066.0,11,40.7617181,-73.969764,0.5,1066.0,533.0,355.3333333333333,-3214133.5561855696,1668.4029213607992
4060,0,349500,1,1.0,900.0,13,40.7157399,-73.83672,1.0,900.0,900.0,450.0,-2705685.017930215,13209.314646859311
4062,10,1090000,5,3.0,2184.207862,14,40.7110433,-73.9060792,1.6666666666666667,436.8415724,728.0692873333334,273.02598275,-6571830.6153839305,9136.219710985075
4063,10,1348000,6,3.0,2184.207862,14,40.7535493,-73.8547131,2.0,364.0346436666667,728.0692873333334,242.68976244444445,-6574119.885639971,10151.621004068087
4064,0,2975000,3,2.0,2184.207862,11,40.7733572,-73.961686,1.5,728.0692873333334,1092.103931,436.8415724,-6586841.915801127,891.3074005792542
4067,2,550000,3,1.0,446.0,11,40.7670912,-73.9616292,3.0,148.66666666666666,446.0,111.5,-1344779.4153720546,1342.3781206788385
4070,0,398000,3,1.0,1000.0,13,40.7756728,-73.827111,3.0,333.3333333333333,1000.0,250.0,-3010350.1219052807,12143.600949344635
4071,0,329000,2,1.0,850.0,11,40.8223617,-73.8072499,2.0,425.0,850.0,283.3333333333333,-2561038.3137750756,14715.290961805256
4074,7,968000,3,2.0,2845.0,16,40.588988,-74.1530581,1.5,948.3333333333334,1422.5,569.0,-8562874.130418057,25891.984034921603
4077,2,498000,1,1.0,785.0,13,40.7275115,-73.86069,1.0,785.0,785.0,392.5,-2361407.249577754,10804.146938366855
4078,12,1675000,5,2.0,2100.0,9,40.6957069,-73.9344472,2.5,420.0,1050.0,300.0,-6318510.645435923,9524.313735344003
4081,7,849000,4,2.0,2184.207862,14,40.6793288,-73.8192101,2.0,546.0519655,1092.103931,364.0346436666667,-6558992.560109413,16776.84153905621
4082,2,1250000,1,1.0,855.0,11,40.7791164,-73.9482901,1.0,855.0,855.0,427.5,-2578291.769781382,1958.1423470374564
4083,2,359999,3,2.0,2184.207862,20,40.8203804,-73.9109368,1.5,728.0692873333334,1092.103931,436.8415724,-6589913.5968132615,7032.2509201446255
4088,2,2649000,3,3.0,1699.0,11,40.7463283,-73.972718,1.0,566.3333333333334,566.3333333333334,283.1666666666667,-5120984.193228372,3376.56086870069
4092,2,585000,3,2.3738608579684373,2184.207862,14,40.7453084,-73.9445819,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6580788.496487311,4151.787929198146
4093,11,1688000,4,3.0,2880.0,14,40.7897224,-73.8045254,1.3333333333333333,720.0,960.0,411.42857142857144,-8670142.376437679,14118.135230481495
4097,2,2100000,3,3.0,1638.0,11,40.7585686,-73.9669708,1.0,546.0,546.0,273.0,-4938222.504010063,2046.5089823913636
4100,2,880000,1,1.0,713.0,14,40.747145,-73.9408974,1.0,713.0,713.0,356.5,-2148183.773532789,4165.1268385297235
4101,8,675000,3,2.3738608579684373,2184.207862,9,40.5802632,-73.9638613,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6555840.834283742,21849.16441158251
4102,2,1500000,2,2.0,1334.0,12,40.8084181,-73.9433027,1.0,667.0,667.0,333.5,-4025357.2891767966,4245.133207273924
4105,0,1296000,2,2.0,1200.0,11,40.7709564,-73.9487946,1.0,600.0,600.0,300.0,-3617955.696562987,2000.6642047666162
4108,2,649000,3,2.0,1770.0,13,40.5838274,-73.8243138,1.5,590.0,885.0,354.0,-5303049.5802532695,24769.09804570564
4109,11,1295000,2,2.0,2000.0,11,40.7450475,-73.9923569,1.0,1000.0,1000.0,500.0,-6029644.193054905,3937.991631544825
4113,11,769000,2,2.0,2184.207862,14,40.7339071,-73.8535727,1.0,1092.103931,1092.103931,546.0519655,-6570849.860011811,10999.255139278657
4115,10,797777,4,2.0,2184.207862,14,40.6764388,-73.8008604,2.0,546.0519655,1092.103931,364.0346436666667,-6556896.292898098,18181.332173575884
4117,11,680000,4,2.0,1536.0,14,40.6729488,-73.8425151,2.0,384.0,768.0,256.0,-4613211.39598161,15838.219385088845
4118,7,549000,4,2.0,2184.207862,14,40.6027057,-73.7548417,2.0,546.0519655,1092.103931,364.0346436666667,-6540929.624319676,26596.149320014723
4120,7,749000,3,2.0,1400.0,9,40.6306818,-73.9325033,1.5,466.6666666666667,700.0,280.0,-4205499.222763649,16560.30978656378
4122,2,680000,2,2.0,847.0,13,40.7367106,-73.8722089,1.0,423.5,423.5,211.75,-2548886.2436547116,9457.246113022873
4124,12,2250000,4,2.0,1360.0,9,40.6568189,-73.9795706,2.0,340.0,680.0,226.66666666666666,-4090572.6456901915,13345.624655151249
4125,11,550000,3,2.0,1520.0,16,40.5878221,-74.097086,1.5,506.6666666666667,760.0,304.0,-4571307.8039385285,23525.445745632664
4127,11,2650000,5,2.0,2500.0,11,40.7804508,-73.9582141,2.5,500.0,1250.0,357.14285714285717,-7540123.278402291,1180.7412831476759
4131,2,799000,2,2.0,868.0,13,40.7696789,-73.772159,1.0,434.0,434.0,217.0,-2610655.1592766987,16789.07067092886
4135,2,1395000,2,2.0,2184.207862,11,40.778484,-73.9524912,1.0,1092.103931,1092.103931,546.0519655,-6586851.169781139,1598.2099489861314
4137,12,2850000,4,2.3738608579684373,1725.0,9,40.6622005,-73.9869853,1.6850187265917604,431.25,726.6643258426967,270.63659506207284,-5189617.012887038,12797.366354783113
4142,0,2750000,2,2.0,2184.207862,11,40.7687082,-73.9694439,1.0,1092.103931,1092.103931,546.0519655,-6586781.70086668,899.9689851420341
4144,0,1395000,2,2.0,2184.207862,11,40.7716485,-73.9646206,1.0,1092.103931,1092.103931,546.0519655,-6586827.216402901,794.2672256488918
4145,11,599000,3,3.0,1392.0,16,40.5556599,-74.1550879,1.0,464.0,464.0,232.0,-4186312.6664199918,29055.25947400899
4147,10,1049000,6,2.0,2184.207862,14,40.7124648,-73.8767192,3.0,364.0346436666667,1092.103931,273.02598275,-6569449.259882928,10700.208248608722
4149,0,925000,3,2.0,1700.0,11,40.7640501,-73.964336,1.5,566.6666666666666,850.0,340.0,-5125646.027139298,1522.1815421138228
4151,2,599000,1,1.0,958.0,13,40.7494499,-73.8778676,1.0,958.0,958.0,479.0,-2884042.200976662,8432.879046636112
4152,0,1250000,2,2.0,1350.0,11,40.7695956,-73.9688773,1.0,675.0,675.0,337.5,-4071169.6395844775,813.7527689600048
4155,7,1350000,3,2.3738608579684373,2184.207862,12,40.7970316,-73.9395297,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6588692.130471253,3505.2783901448215
4158,2,1080000,2,2.0,1545.0,13,40.7841243,-73.8569018,1.0,772.5,772.5,386.25,-4653832.102990225,9669.499831334904
4161,0,588888,3,2.0,1150.0,13,40.7318958,-73.8599645,1.5,383.3333333333333,575.0,230.0,-3459724.834476554,10619.50562709764
4165,10,1150000,6,3.0,2400.0,9,40.6309272,-73.9303563,2.0,400.0,800.0,266.6666666666667,-7209261.419268868,16570.32839625375
4167,2,650000,2,2.0,1013.0,20,40.8870567,-73.908722,1.0,506.5,506.5,253.25,-3061194.9384300383,13356.02473234361
4168,7,599999,3,2.0,1340.0,9,40.6677486,-73.9134481,1.5,446.6666666666667,670.0,268.0,-4027897.32415653,13057.213679756253
4169,0,395000,2,1.0,950.0,20,40.909252,-73.905421,2.0,475.0,950.0,316.6666666666667,-2872244.7172623374,15749.606604050881
4170,0,299000,1,1.0,700.0,13,40.7547282,-73.8859706,1.0,700.0,700.0,350.0,-2107841.854717334,7590.997737127616
4171,2,549000,2,2.0,1113.0,13,40.6687898,-73.8494942,1.0,556.5,556.5,278.25,-3342750.3163356604,15789.745741979339
4173,2,499000,1,1.0,571.0,13,40.7440779,-73.9118986,1.0,571.0,571.0,285.5,-1719550.600102617,6179.550670057427
4174,2,1351242,2,2.0,1026.0,13,40.747963,-73.944456,1.0,513.0,513.0,256.5,-3091426.1920288494,3913.1864164068597
4178,0,275000,1,1.0,694.0,13,40.7102499,-73.81917,1.0,694.0,694.0,347.0,-2085606.6195287446,14793.891707236204
4179,2,2150000,2,2.0,1711.0,11,40.771979,-73.9889567,1.0,855.5,855.5,427.75,-5161532.959044174,1574.2069559476543
4180,0,1999000,3,3.0,1950.0,11,40.7851745,-73.9538945,1.0,650.0,650.0,325.0,-5881633.859667326,1745.255374415406
4181,7,1588000,5,2.3738608579684373,2580.0,9,40.6122575,-74.0082788,2.1062734082397006,516.0,1086.8370786516855,349.88455162019596,-7754559.651454068,18546.11208042476
4183,0,1999000,2,2.0,2184.207862,11,40.7776874,-73.9585526,1.0,1092.103931,1092.103931,546.0519655,-6587262.367267796,1081.0027637282785
4184,2,1745000,2,2.0,1574.0,13,40.7457551,-73.9417456,1.0,787.0,787.0,393.5,-4742166.493909578,4245.738531767747
4185,7,1488000,3,2.0,2886.0,16,40.5792773,-74.1211285,1.5,962.0,1443.0,577.2,-8680458.353271589,25325.564852730102
4186,2,1494000,1,2.0,1444.0,11,40.7719269,-73.949189,0.5,1444.0,722.0,481.3333333333333,-4353733.540352979,1937.0321507876395
4187,10,1108900,6,2.0,2664.0,9,40.63089,-74.018305,3.0,444.0,1332.0,333.0,-8011792.476888022,16687.46870112811
4189,7,650000,3,2.0,1110.0,16,40.6057728,-74.0906176,1.5,370.0,555.0,222.0,-3339442.531213782,21501.1850949491
4193,0,749000,2,1.0,1000.0,11,40.7686208,-73.9544906,2.0,500.0,1000.0,333.3333333333333,-3015022.5837285644,1676.5787343673303
4194,4,235000,3,1.0,301.0,16,40.5781324,-74.1603451,3.0,100.33333333333333,301.0,75.25,-905795.778991545,27230.257452968817
4197,0,2465000,2,2.0,1400.0,11,40.7873301,-73.9797201,1.0,700.0,700.0,350.0,-4224409.370194026,1379.6996937031968
4198,0,1200000,2,2.0,2184.207862,11,40.7854218,-73.9544887,1.0,1092.103931,1092.103931,546.0519655,-6588149.761020789,1718.814131170839
4199,0,439000,3,1.0,475.0,11,40.7308814,-73.9937801,3.0,158.33333333333334,475.0,118.75,-1431570.1437556206,5432.183870181951
4202,2,650000,3,1.0,1050.0,18,40.6492401,-73.9534818,3.0,350.0,1050.0,262.5,-3156460.4798151394,14249.7717477345
4207,2,1395000,2,2.0,1003.0,9,40.6930476,-73.9611241,1.0,501.5,501.5,250.75,-3018732.65418146,9338.658881976406
4210,12,2980000,6,3.0,3210.0,9,40.6577712,-73.9762759,2.0,535.0,1070.0,356.6666666666667,-9654750.704262579,13228.203532066003
4213,11,599889,2,2.0,2184.207862,14,40.6782347,-73.7528651,1.0,1092.103931,1092.103931,546.0519655,-6552921.416579462,21416.982073707815
4215,10,589000,3,2.3738608579684373,1560.0,9,40.6758932,-73.8787634,1.2637640449438203,520.0,657.1573033707865,290.2940811515076,-4687932.116098091,13653.570925278262
4216,0,1139000,3,2.0,1800.0,13,40.7201292,-73.8398387,1.5,600.0,900.0,360.0,-5412181.989548088,12736.283137861456
4219,0,125000,1,1.0,728.0,20,40.8560699,-73.8688751,1.0,728.0,728.0,364.0,-2197098.1210505376,12339.422935513596
4220,2,625000,1,1.0,692.0,11,40.8166535,-73.9473569,1.0,692.0,692.0,346.0,-2088652.281529069,4881.594963281534
4221,7,775000,4,3.0,2184.207862,9,40.6385513,-73.8938534,1.3333333333333333,546.0519655,728.0692873333334,312.0296945714286,-6559043.305234911,16689.22541966479
4226,0,538000,2,2.0,1200.0,6,40.7264025,-73.8502225,1.0,600.0,600.0,300.0,-3609184.6634994675,11632.103672372536
4227,2,342990,2,1.0,900.0,19,40.6202645,-74.1099106,2.0,450.0,900.0,300.0,-2709327.753579018,20952.100697787544
4228,0,1500000,2,2.0,1600.0,11,40.7739157,-73.9799267,1.0,800.0,800.0,400.0,-4826322.071612767,786.9678491299301
4229,7,939000,3,2.0,1700.0,9,40.6089374,-73.9401956,1.5,566.6666666666666,850.0,340.0,-5104475.716589064,18835.378954576845
4231,10,1750000,6,3.0,2146.0,9,40.6432486,-74.0023432,2.0,357.6666666666667,715.3333333333334,238.44444444444446,-6454514.825542617,15065.106223802573
4233,7,720000,3,3.0,2200.0,9,40.6782274,-73.9267868,1.0,733.3333333333334,733.3333333333334,366.6666666666667,-6615863.41768378,11572.352628625364
4234,7,1199999,5,3.0,1728.0,9,40.628704,-74.00189,1.6666666666666667,345.6,576.0,216.0,-5195406.327984967,16654.30082833033
4235,7,710000,3,2.3738608579684373,1400.0,14,40.7011513,-73.7625984,1.2637640449438203,466.6666666666667,589.7565543071162,260.5203292385325,-4203111.748863353,19487.532876644713
4241,0,559000,3,2.0,1200.0,20,40.9069228,-73.9062512,1.5,400.0,600.0,240.0,-3627932.7747309688,15482.659671674528
4243,2,2649000,3,3.0,1500.0,11,40.7473345,-73.9848617,1.0,500.0,500.0,250.0,-4522028.861439208,3456.197630870749
4245,2,925000,2,2.0,787.0,13,40.7078968,-73.9105088,1.0,393.5,393.5,196.75,-2367879.453992057,9205.328541129433
4246,2,800000,3,2.0,2184.207862,13,40.7540544,-73.8212979,1.5,728.0692873333334,1092.103931,436.8415724,-6571226.900441782,12882.59174560172
4248,2,999999,1,2.0,807.0,11,40.7055917,-74.0172159,0.5,807.0,403.5,269.0,-2431422.0573412916,8799.263546199178
4252,0,220000,1,1.0,792.0,13,40.6680599,-73.8497,1.0,792.0,792.0,396.0,-2378632.626372048,15840.305658157125
4253,2,729000,1,1.0,550.0,11,40.7606485,-73.9668928,1.0,550.0,550.0,275.0,-1658216.1849318894,1820.774433464562
4254,2,2045000,3,2.0,1039.0,11,40.7644959,-73.9851321,1.5,346.3333333333333,519.5,207.8,-3133589.3121033134,1785.2149091518522
4255,2,749000,2,2.0,1258.0,14,40.7945927,-73.8457338,1.0,629.0,629.0,314.5,-3789733.344318559,10759.516694680606
4258,0,250000,1,1.0,800.0,11,40.9127295,-73.9022248,1.0,800.0,800.0,400.0,-2418833.386152473,16206.533178542912
4260,10,680000,3,2.0,2240.0,16,40.6193794,-74.075943,1.5,746.6666666666666,1120.0,448.0,-6739978.186210694,19588.57310516974
4267,2,950000,2,2.0,1033.0,11,40.7958546,-73.9464985,1.0,516.5,516.5,258.25,-3116262.050817627,2985.8437520319176
4268,7,975000,3,2.0,2184.207862,9,40.6553249,-73.9284733,1.5,728.0692873333334,1092.103931,436.8415724,-6564824.792535689,13968.495838475492
4269,0,449000,1,2.0,1074.0,13,40.7564761,-73.7212008,0.5,1074.0,537.0,358.0,-3226957.96899517,21183.626813253522
4272,2,1599000,2,2.0,1094.0,11,40.7592821,-73.9707592,1.0,547.0,547.0,273.5,-3298404.5752740637,1934.6920118412158
4273,7,649000,3,2.0,2000.0,14,40.6995553,-73.7527095,1.5,666.6666666666666,1000.0,400.0,-6003404.95764017,20317.005404760075
