,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,SUBLOCALITY,LATITUDE,LONGITUDE,BEDS_BATH_RATIO,SQFT_BEDS_RATIO,SQFT_BATH_RATIO,SQFT For TotalRooms,LOCATION_SIZE,Distance_to_center
811,10,778000,4,3.0,2185.0,16,40.6308436,-74.1204059,1.3333333333333333,546.25,728.3333333333334,312.14285714285717,-6580290.544025746,20515.56475035112
812,7,850000,3,2.0,1320.0,14,40.7907048,-73.8110968,1.5,440.0,660.0,264.0,-3974264.7919035926,13579.917177574482
813,7,428000,3,3.0,2184.207862,9,40.6274951,-73.915694,1.0,728.0692873333334,728.0692873333334,364.0346436666667,-6559196.950382865,17238.214251983896
815,7,835000,3,2.0,2184.207862,9,40.6226706,-73.9327329,1.5,728.0692873333334,1092.103931,436.8415724,-6559929.881767246,17430.85472118052
816,7,1250000,3,2.0,1560.0,14,40.7756208,-73.7758933,1.5,520.0,780.0,312.0,-4692882.245036014,16456.25755029887
817,7,1695000,5,3.0,2160.0,9,40.633504,-74.034181,1.6666666666666667,432.0,720.0,270.0,-6497859.289968484,16778.646012526024
818,7,502900,4,2.0,1440.0,14,40.6958663,-73.7450046,2.0,360.0,720.0,240.0,-4321608.260392058,21079.34488815647
820,10,529000,5,2.0,2248.0,14,40.5952037,-73.7634372,2.5,449.6,1124.0,321.14285714285717,-6731505.073661362,26728.812269647522
821,7,705000,2,2.0,2184.207862,14,40.727192,-73.883684,1.0,1092.103931,1092.103931,546.0519655,-6572445.2372590685,9207.139112462257
824,0,335000,2,1.0,745.0,13,40.7517899,-73.88467,2.0,372.5,745.0,248.33333333333334,-2243144.7487597708,7804.724557609428
825,7,599000,3,2.0,2184.207862,14,40.5853206,-73.8221893,1.5,728.0692873333334,1092.103931,436.8415724,-6544099.10353388,24716.089795233285
833,7,799000,3,2.0,2279.0,9,40.6131995,-73.9019711,1.5,759.6666666666666,1139.5,455.8,-6840180.334763051,19094.883051502296
835,4,249999,1,1.0,750.0,19,40.5523555,-74.1450647,1.0,750.0,750.0,375.0,-2255067.7667136756,28929.606085660802
836,7,850000,3,2.0,2184.207862,14,40.6699378,-73.8213422,1.5,728.0692873333334,1092.103931,436.8415724,-6557667.785996535,17338.06615340162
837,10,750000,3,2.0,2184.207862,9,40.5931071,-73.9753582,1.5,728.0692873333334,1092.103931,436.8415724,-6558935.156416814,20414.768774288405
838,10,625000,5,2.3738608579684373,2184.207862,9,40.679665,-73.8819497,2.1062734082397006,436.8415724,920.107787559738,296.2095304035569,-6564621.359719134,13155.84397964047
839,7,650000,2,2.0,896.0,14,40.7452362,-73.7204545,1.0,448.0,448.0,224.0,-2691366.568910972,21416.111212521988
842,0,887785,2,2.0,2184.207862,13,40.7462427,-73.8259167,1.0,1092.103931,1092.103931,546.0519655,-6570378.398839345,12705.31774106851
844,11,599000,4,2.0,1348.0,20,40.84296,-73.8312695,2.0,337.0,674.0,224.66666666666666,-4064877.2671920466,13901.640951974417
846,7,988000,4,2.3738608579684373,2400.0,16,40.5945187,-74.0904783,1.6850187265917604,600.0,1011.0112359550562,376.53787139071,-7218401.536419107,22609.95226312966
847,7,764600,4,2.0,1884.0,16,40.5496155,-74.1391082,2.0,471.0,942.0,314.0,-5663892.431647138,28943.907665386996
851,0,999000,2,2.0,2184.207862,11,40.7617289,-73.9502411,1.0,1092.103931,1092.103931,546.0519655,-6583944.427374843,2431.8156143209208
856,2,705000,2,2.0,2184.207862,13,40.7135957,-73.8863491,1.0,1092.103931,1092.103931,546.0519655,-6570488.101985973,10022.01866627717
864,10,918000,4,3.0,2184.207862,14,40.7093093,-73.8548324,1.3333333333333333,546.0519655,728.0692873333334,312.0296945714286,-6566993.960158123,12345.923862902957
865,10,1799000,4,3.0,3176.0,14,40.7196606,-73.8507871,1.3333333333333333,794.0,1058.6666666666667,453.7142857142857,-9550800.45875743,11970.453215029514
866,10,989000,4,2.0,1827.0,9,40.5927382,-73.9536851,2.0,456.75,913.5,304.5,-5484622.17035229,20506.938139116235
867,10,890000,5,2.0,2144.0,16,40.5960203,-74.0673498,2.5,428.8,1072.0,306.2857142857143,-6446664.179686914,21658.441881445244
871,7,1290000,4,3.0,2184.207862,14,40.7848355,-73.8276854,1.3333333333333333,546.0519655,728.0692873333334,312.0296945714286,-6576759.092452309,12127.872880800967
874,7,899000,3,2.0,2184.207862,14,40.7523748,-73.7900912,1.5,728.0692873333334,1092.103931,436.8415724,-6568178.31986863,15500.33723651926
876,0,659000,3,2.0,1300.0,20,40.8224429,-73.8109606,1.5,433.3333333333333,650.0,260.0,-3917086.8418339444,14425.725017596318
877,7,1150000,5,3.0,2184.207862,14,40.6529502,-73.8400922,1.6666666666666667,436.8415724,728.0692873333334,273.02598275,-6556593.582486593,17652.25322148185
878,10,499000,5,2.0,2184.207862,9,40.6601399,-73.9354891,2.5,436.8415724,1092.103931,312.0296945714286,-6566225.369977288,13305.444096906502
879,7,725000,3,2.0,1476.0,16,40.5582278,-74.1173549,1.5,492.0,738.0,295.2,-4436957.2004162455,27234.582007846857
880,2,929000,3,2.0,2184.207862,13,40.7459681,-73.7331069,1.5,728.0692873333334,1092.103931,436.8415724,-6562074.2638900615,20351.5982989767
881,0,629000,2,2.0,1600.0,13,40.7564761,-73.7212008,1.0,800.0,800.0,400.0,-4807386.173549602,21183.626813253522
882,7,285000,3,1.0,1428.0,16,40.6384738,-74.1714633,3.0,476.0,1428.0,357.0,-4304299.117139288,22820.16831506709
884,2,698000,2,2.0,824.0,13,40.7616652,-73.826414,1.0,412.0,412.0,206.0,-2479652.957996905,12316.6868519682
885,7,849000,4,3.0,2184.207862,14,40.7299635,-73.7195673,1.3333333333333333,546.0519655,728.0692873333334,312.0296945714286,-6558292.228697916,21832.871615085372
890,4,869900,4,2.0,2280.0,16,40.5873346,-74.1553517,2.0,570.0,1140.0,380.0,-6862271.2037691595,26154.79745391442
892,7,799000,3,2.0,864.0,16,40.5593089,-74.1264964,1.5,288.0,432.0,172.8,-2597632.8179002595,27486.018802199542
896,11,500000,5,3.0,2472.0,9,40.6339137,-73.9982004,1.6666666666666667,494.4,824.0,309.0,-7432899.800830015,16035.325670436894
898,2,495000,2,1.0,766.0,11,40.8525968,-73.9352912,2.0,383.0,766.0,255.33333333333334,-2313663.658764088,8970.013660800427
900,0,605000,3,2.0,1500.0,20,40.8818819,-73.921791,1.5,500.0,750.0,300.0,-4533092.894247725,12418.455916579742
902,7,768000,3,2.0,1065.0,14,40.7693375,-73.7854318,1.5,355.0,532.5,213.0,-3203715.0777938655,15674.652173458819
907,7,850000,3,2.3738608579684373,2160.0,16,40.5931048,-74.0663488,1.2637640449438203,720.0,909.9101123595507,401.9456508251644,-6494219.407422189,21928.541650679854
910,10,788888,5,2.0,3443.0,9,40.6255174,-73.9205183,2.5,688.6,1721.5,491.85714285714283,-10339533.17821026,17345.088713532252
913,11,2288000,4,3.0,1788.0,9,40.6197363,-74.0177331,1.3333333333333333,447.0,596.0,255.42857142857142,-5375766.470481857,17884.151365678474
914,10,699000,4,2.0,2184.207862,14,40.6963847,-73.8472713,2.0,546.0519655,1092.103931,364.0346436666667,-6564236.93591856,13745.82417891432
915,0,250000,1,1.0,900.0,20,40.880985,-73.9102329,1.0,900.0,900.0,450.0,-2719370.8102782657,12686.439066777064
916,7,1120000,3,2.0,2184.207862,14,40.7639092,-73.7205952,1.5,728.0692873333334,1092.103931,436.8415724,-6563849.64754132,21161.70087644444
918,7,858000,2,2.0,2184.207862,14,40.7329998,-73.8824499,1.0,1092.103931,1092.103931,546.0519655,-6573272.687417769,8923.135275146993
919,0,1275000,1,1.0,1000.0,11,40.7635661,-73.9941366,1.0,1000.0,1000.0,500.0,-3016264.878306529,2411.765612936041
920,7,1070000,4,2.0,2192.0,16,40.5991039,-74.067279,2.0,548.0,1096.0,365.3333333333333,-6591486.821319144,21338.473225019472
923,0,895000,2,2.0,2184.207862,11,40.7824047,-73.979261,1.0,1092.103931,1092.103931,546.0519655,-6589869.051231892,923.4326807544769
926,10,799000,4,3.0,1344.0,9,40.6398093,-73.9109383,1.3333333333333333,336.0,448.0,192.0,-4037008.332263513,16047.402433367146
927,7,879000,3,2.0,2184.207862,14,40.714999,-73.878128,1.5,728.0692873333334,1092.103931,436.8415724,-6569983.4683578275,10424.487030307278
930,0,950000,2,1.0,1000.0,11,40.7759205,-73.9861034,2.0,500.0,1000.0,333.3333333333333,-3016851.4703431795,1247.5697116621068
932,0,269000,1,1.0,900.0,13,40.7125699,-73.79318,1.0,900.0,900.0,450.0,-2703878.999003954,16614.22668561974
935,0,550000,2,1.0,1069.0,13,40.7192373,-73.846265,2.0,534.5,1069.0,356.3333333333333,-3214444.0758431894,12319.599717289666
938,7,865000,3,3.0,2184.207862,14,40.7359218,-73.9035224,1.0,728.0692873333334,728.0692873333334,364.0346436666667,-6575619.164954233,7290.219313017564
940,7,690000,3,2.0,1284.0,16,40.5884822,-74.0735337,1.5,428.0,642.0,256.8,-3860387.4784304383,22631.61722025991
944,7,899000,3,1.0,1050.0,16,40.6141485,-74.1643422,3.0,350.0,1050.0,262.5,-3162727.687891397,24318.995933379803
945,7,1175000,2,2.0,1144.0,9,40.6314389,-74.0378384,1.0,572.0,572.0,286.0,-3441453.9098798987,17095.328594803894
947,2,1395000,2,2.0,1793.0,11,40.780245,-73.9827963,1.0,896.5,896.5,448.25,-5409546.550106075,1044.5594598292494
948,0,800000,2,2.0,2184.207862,13,40.7535399,-73.8868899,1.0,1092.103931,1092.103931,546.0519655,-6576982.561471032,7561.715066596838
949,0,499000,2,1.0,686.0,11,40.7615546,-73.9923686,2.0,343.0,686.0,228.66666666666666,-2069006.1652531468,2443.1303768740895
951,7,799999,3,3.0,1444.0,14,40.7110987,-73.741186,1.0,481.3333333333333,481.3333333333333,240.66666666666666,-4335010.308967528,20713.663363403328
958,0,240900,2,1.0,875.0,20,40.8797408,-73.9204193,2.0,437.5,875.0,291.6666666666667,-2644116.633209903,12234.38849164392
961,7,549000,5,2.0,1716.0,16,40.5721728,-74.0972787,2.5,343.2,858.0,245.14285714285714,-5158789.51375129,25098.400433012306
962,0,129000,1,1.0,750.0,20,40.8995193,-73.8623678,1.0,750.0,750.0,375.0,-2265701.5030348487,16449.754729550146
963,7,475000,3,2.0,900.0,16,40.6158816,-74.0822185,1.5,300.0,450.0,180.0,-2708023.153735196,20176.36544045528
964,10,980000,4,3.0,1408.0,9,40.611841,-73.92961,1.3333333333333333,352.0,469.3333333333333,201.14285714285714,-4227403.933648909,18663.11114397606
965,10,1199000,4,2.0,1824.0,9,40.6119254,-74.0084031,2.0,456.0,912.0,304.0,-5482257.712102679,18584.27738887305
977,0,999000,2,1.0,1050.0,11,40.7921116,-73.9731768,2.0,525.0,1050.0,350.0,-3168398.187603737,1723.4576099034894
978,10,699000,6,2.0,2184.207862,9,40.6373525,-73.9344092,3.0,364.0346436666667,1092.103931,273.02598275,-6562449.569508663,15801.41392032834
979,2,60000,3,1.0,445.0,11,40.7613979,-73.9746128,3.0,148.33333333333334,445.0,111.25,-1341812.3389434586,1721.3160674060466
980,7,499999,4,2.0,1248.0,16,40.6289462,-74.1388487,2.0,312.0,624.0,208.0,-3759204.7523624757,21662.717571160694
981,7,599999,3,2.0,1272.0,16,40.6111849,-74.0753235,1.5,424.0,636.0,254.4,-3826540.630484356,20384.007108070695
982,7,725000,4,2.0,2000.0,16,40.6199521,-74.1237895,2.0,500.0,1000.0,333.3333333333333,-6021809.557920965,21654.32228933441
983,7,998888,3,2.0,1780.0,9,40.6117545,-74.0323281,1.5,593.3333333333334,890.0,356.0,-5351717.26627196,19046.06359564279
985,7,800000,3,2.0,2184.207862,14,40.71593,-73.8858453,1.5,728.0692873333334,1092.103931,436.8415724,-6570820.014691397,9872.922099186539
987,7,799000,3,2.0,1128.0,9,40.6169213,-73.9415274,1.5,376.0,564.0,225.6,-3387696.6807061657,17940.60780537329
989,7,1250000,5,3.0,2295.0,9,40.617019,-73.9878352,1.6666666666666667,459.0,765.0,286.875,-6896854.382060282,17807.55492090587
995,2,479000,2,2.0,1008.0,19,40.5782884,-74.1583011,1.0,504.0,504.0,252.0,-3033290.664724156,27115.590390121873
996,0,2300000,2,2.0,1600.0,12,40.7236159,-73.9781735,1.0,800.0,800.0,400.0,-4820253.956156094,5928.183952168805
997,11,294000,1,2.0,1074.0,13,40.7577991,-73.7159564,0.5,1074.0,537.0,358.0,-3226833.1518803104,21607.852560990126
999,0,450000,3,2.0,1026.0,13,40.7323502,-73.8611654,1.5,342.0,513.0,205.2,-3086760.865489499,10506.441359266304
1000,0,999000,3,2.0,2184.207862,11,40.7982086,-73.9680164,1.5,728.0692873333334,1092.103931,436.8415724,-6591420.715350712,2410.4256005145658
1002,9,1288000,6,3.0,2184.207862,14,40.760908,-73.861558,2.0,364.0346436666667,728.0692873333334,242.68976244444445,-6575916.35077405,9408.350047047094
1004,7,569900,4,2.0,2180.0,16,40.6395577,-74.0807615,2.0,545.0,1090.0,363.3333333333333,-6563128.451537429,17820.30432156365
1006,10,689888,3,2.0,1300.0,14,40.6780811,-73.8188973,1.5,433.3333333333333,650.0,260.0,-3903654.4184065624,16886.819865115347
1010,7,589000,4,3.0,1320.0,16,40.63567,-74.166895,1.3333333333333333,330.0,440.0,188.57142857142858,-3978244.3405909375,22750.973869694688
1011,11,958000,3,2.0,2259.0,16,40.5292852,-74.1685622,1.5,753.0,1129.5,451.8,-6790551.312417413,32149.463620315535
1013,7,299000,1,1.0,608.0,16,40.5638362,-74.0989788,1.0,608.0,608.0,304.0,-1827489.2138873271,26000.554867437295
1015,12,815000,3,2.0,2184.207862,14,40.722658,-73.877617,1.5,728.0692873333334,1092.103931,436.8415724,-6571173.912543647,9918.89206890936
1016,10,989000,5,3.0,2184.207862,14,40.7531679,-73.8836878,1.6666666666666667,436.8415724,728.0692873333334,273.02598275,-6576637.496726578,7829.574116755849
1017,2,1075000,2,2.0,2184.207862,12,40.7507895,-73.9974127,1.0,1092.103931,1092.103931,546.0519655,-6586376.1249344945,3621.355168953753
1018,7,879000,2,1.0,1000.0,11,40.7615369,-73.9579786,2.0,500.0,1000.0,333.3333333333333,-3014640.8737533106,2023.9307596866508
1020,0,430000,2,2.0,1200.0,20,40.8830657,-73.9206428,1.0,600.0,600.0,300.0,-3626522.9954143586,12574.948266414242
1021,0,445000,3,2.0,2184.207862,13,40.7547252,-73.8255572,1.5,728.0692873333334,1092.103931,436.8415724,-6571714.21016307,12516.162418303182
1022,7,999000,3,2.0,1900.0,9,40.6228038,-74.0109676,1.5,633.3333333333334,950.0,380.0,-5712412.730139618,17433.19061905608
1024,7,1225000,4,2.0,1960.0,14,40.7684802,-73.7666662,2.0,490.0,980.0,326.6666666666667,-5894415.545973631,17257.804919320344
1025,7,849000,3,2.0,2184.207862,14,40.7282284,-73.8732527,1.5,728.0692873333334,1092.103931,436.8415724,-6571684.53156958,9862.073207747388
1026,7,1350000,4,3.0,1760.0,14,40.7293576,-73.7830175,1.3333333333333333,440.0,586.6666666666666,251.42857142857142,-5289037.432033622,16711.382437471148
1028,2,600000,3,1.0,441.0,11,40.7691094,-73.98162,3.0,147.0,441.0,110.25,-1330128.6588818296,1208.3223050220558
1031,11,800000,3,2.3738608579684373,2184.207862,9,40.6388264,-73.8846089,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6558267.130739024,16981.60632710531
1034,7,599000,4,2.0,2184.207862,14,40.7003331,-73.7875164,2.0,546.0519655,1092.103931,364.0346436666667,-6559561.713758974,17659.97998477773
1035,7,699999,4,2.0,2184.207862,9,40.6862137,-73.8740777,2.0,546.0519655,1092.103931,364.0346436666667,-6564978.584402586,12973.85308566481
1036,11,539000,1,1.0,725.0,13,40.7865988,-73.7862803,1.0,725.0,725.0,362.5,-2181881.2733668215,15618.943833328816
1042,0,1395000,3,3.0,1750.0,11,40.7971343,-73.9722076,1.0,583.3333333333334,583.3333333333334,291.6666666666667,-5281244.653868192,2276.083449659376
1044,10,1049000,3,2.0,2184.207862,14,40.7751162,-73.902397,1.5,728.0692873333334,1092.103931,436.8415724,-6581845.721040982,5806.3065735610135
1047,7,899000,4,2.0,1200.0,14,40.7791608,-73.8257555,2.0,300.0,600.0,200.0,-3612662.825659181,12260.019353066677
1050,7,799999,3,2.0,1596.0,16,40.5419604,-74.1682869,1.5,532.0,798.0,319.2,-4799056.689695279,30938.771694955434
1051,2,1989000,2,2.0,1274.0,11,40.7603978,-73.9919328,1.0,637.0,637.0,318.5,-3842308.3434066377,2507.8465356803467
1053,0,369000,1,1.0,900.0,11,40.8763984,-73.9184692,1.0,900.0,900.0,450.0,-2719368.7165235966,11947.096668546657
1058,12,475000,2,2.0,1364.0,16,40.5634891,-74.1422664,1.0,682.0,682.0,341.0,-4102187.7364132092,27745.24504973208
1059,0,124900,1,1.0,676.0,20,40.880833,-73.8758596,1.0,676.0,676.0,338.0,-2041592.1150303958,14094.240410042914
1061,4,599000,3,1.0,1008.0,16,40.5819307,-74.1025463,3.0,336.0,1008.0,252.0,-3031282.1938292626,24318.25529238639
1062,4,689900,3,2.0,1486.0,16,40.6126021,-74.0930021,1.5,495.3333333333333,743.0,297.2,-4471536.884445102,20930.586806977317
1074,7,479000,4,2.0,1800.0,14,40.6714818,-73.7606794,2.0,450.0,900.0,300.0,-5399921.033590923,21258.225287485257
1078,10,560000,3,2.3738608579684373,2184.207862,9,40.632221,-73.955309,1.2637640449438203,728.0692873333334,920.107787559738,406.45039380973657,-6563475.734108166,16119.27174442529
1079,12,588000,4,3.0,2160.0,20,40.8678944,-73.9078533,1.3333333333333333,540.0,720.0,308.57142857142856,-6524190.023029397,11463.08135264966
1083,0,439000,1,1.0,950.0,19,40.638118,-74.073964,1.0,950.0,950.0,475.0,-2859715.165271764,17670.017313786317
1084,7,758000,3,2.0,1760.0,14,40.708633,-73.865415,1.5,586.6666666666666,880.0,352.0,-5292249.724304742,11698.335337621742
1088,0,385000,1,1.0,900.0,20,40.876794,-73.9177034,1.0,900.0,900.0,450.0,-2719366.861351409,12011.981947031294
1090,7,978000,3,2.0,2184.207862,14,40.7337126,-73.7765367,1.5,728.0692873333334,1092.103931,436.8415724,-6563964.52302348,17088.20904284379
1093,0,349000,2,1.0,900.0,20,40.8802558,-73.9168342,2.0,450.0,900.0,300.0,-2719565.1810199693,12396.397383948279
1094,12,790000,3,2.0,1596.0,14,40.7761945,-73.8477672,1.5,532.0,798.0,319.2,-4805924.546305722,10403.846889360204
1095,2,750000,2,2.0,995.0,13,40.7784107,-73.7810479,1.0,497.5,497.5,248.75,-2993630.50377686,16022.6249729126
1096,0,1195000,3,3.0,995.0,20,40.8830898,-73.9165737,1.0,331.6666666666667,331.6666666666667,165.83333333333334,-3006828.230683991,12697.616860252381
1097,0,1750000,3,3.0,995.0,11,40.7989206,-73.9723967,1.0,331.6666666666667,331.6666666666667,165.83333333333334,-3002903.969857227,2475.1440103021764
1098,7,874999,3,2.0,2868.0,16,40.5771798,-74.119431,1.5,956.0,1434.0,573.6,-8625674.847938472,25457.532908025907
1099,0,324900,1,1.0,900.0,11,40.8716437,-73.9178483,1.0,900.0,900.0,450.0,-2719029.5629094257,11478.51851416197
1100,0,97500,2,1.0,791.0,20,40.8279037,-73.881623,2.0,395.5,791.0,263.6666666666667,-2385997.545133571,9457.777773555925
1101,2,2200000,2,2.0,2035.0,11,40.7708684,-73.966733,1.0,1017.5,1017.5,508.75,-6136924.952041107,752.520459719162
1104,0,519999,3,2.0,1100.0,13,40.7551143,-73.8752634,1.5,366.6666666666667,550.0,220.0,-3311874.284190567,8437.511031724413
1108,7,611999,3,2.0,2184.207862,14,40.6973209,-73.7315945,1.5,728.0692873333334,1092.103931,436.8415724,-6554105.269253671,22041.20838320636
1109,7,1500000,3,3.0,2100.0,9,40.5786182,-73.9420211,1.0,700.0,700.0,350.0,-6300976.590621812,22161.193687919054
1111,0,299999,2,1.0,857.0,20,40.8227774,-73.8084775,2.0,428.5,857.0,285.6666666666667,-2582198.459463605,14634.441652306128
1113,7,748888,2,2.0,1260.0,16,40.6131085,-74.1603745,1.0,630.0,630.0,315.0,-3794973.003321108,24183.38213759605
1114,7,630000,2,2.0,1450.0,16,40.5604211,-74.1344639,1.0,725.0,725.0,362.5,-4360041.357019785,27704.803049380112
1115,2,1389000,2,2.0,1043.0,11,40.849705,-73.94014,1.0,521.5,521.5,260.75,-3150311.5216450244,8533.915781709149
1116,0,319000,2,1.0,925.0,13,40.7355842,-73.8491198,2.0,462.5,925.0,308.3333333333333,-2782665.509880628,11261.553368348237
1119,10,1199000,4,3.0,1848.0,14,40.7349473,-73.7733194,1.3333333333333333,462.0,616.0,264.0,-5553521.409568566,17311.11186301868
1121,7,780000,3,2.0,1320.0,9,40.6384339,-73.8899834,1.5,440.0,660.0,264.0,-3963660.632280357,16831.459788285272
1124,2,649000,2,2.0,905.0,9,40.5855131,-73.9883977,1.0,452.5,452.5,226.25,-2717585.6611117306,21305.06374998804
1126,7,628000,3,2.0,1824.0,16,40.5755968,-74.1636272,1.5,608.0,912.0,364.8,-5488841.7845147075,27621.11200568083
1127,0,190000,2,1.0,875.0,20,40.8766081,-73.8998497,2.0,437.5,875.0,291.6666666666667,-2643178.2954813275,12634.822811139586
1130,4,785000,3,2.0,1950.0,16,40.5990416,-74.0674289,1.5,650.0,975.0,390.0,-5863779.922876477,21349.678991981757
1131,7,699900,3,2.0,1240.0,14,40.71397,-73.8970573,1.5,413.3333333333333,620.0,248.0,-3730716.7917605964,9367.884955508529
1133,0,149999,1,1.0,850.0,20,40.8992144,-73.8624103,1.0,850.0,850.0,425.0,-2567777.3717163973,16419.629395636126
1134,0,208000,1,1.0,610.0,11,40.7398044,-73.9980373,1.0,610.0,610.0,305.0,-1838945.995007401,4676.859047205394
1139,7,1350000,3,3.0,2184.207862,14,40.724706,-73.7957477,1.0,728.0692873333334,728.0692873333334,364.0346436666667,-6564222.011799827,15878.573419401024
1142,0,310000,2,1.0,675.0,13,40.7444053,-73.7237661,2.0,337.5,675.0,225.0,-2027585.9291990402,21156.590033663517
1145,0,239900,1,1.0,585.0,13,40.7516659,-73.7183001,1.0,585.0,585.0,292.5,-1757423.9687888147,21489.970347419126
1147,2,1090000,2,2.0,1860.0,13,40.7879226,-73.7863723,1.0,930.0,930.0,465.0,-5597842.686691362,15622.156134429551
1148,10,799999,6,2.3738608579684373,2184.207862,9,40.6245872,-73.9219517,2.5275280898876407,364.0346436666667,920.107787559738,260.83641692249296,-6559282.739586569,17416.07592193084
1150,10,1195000,3,2.0,2700.0,16,40.5424657,-74.1746625,1.5,900.0,1350.0,540.0,-8119504.017581381,31183.893340132432
1151,0,340000,2,1.0,900.0,20,40.8919476,-73.8973687,2.0,450.0,900.0,300.0,-2719626.5957924523,14247.81044104435
1152,7,1375000,6,2.0,1596.0,14,40.7681033,-73.8107752,3.0,266.0,798.0,199.5,-4802563.991578658,13552.96579454466
1153,7,749000,3,1.0,1644.0,16,40.6267035,-74.1052076,3.0,548.0,1644.0,411.0,-4949509.088220565,20136.500133520047
1155,0,775000,3,2.0,1880.0,11,40.7636632,-73.9655082,1.5,626.6666666666666,940.0,376.0,-5668397.52160148,1527.5150284644174
1158,10,948000,7,3.0,2184.207862,14,40.694328,-73.7581979,2.3333333333333335,312.0296945714286,728.0692873333334,218.4207862,-6555987.91707025,20156.70515350942
1160,7,880000,3,2.0,2184.207862,14,40.7439956,-73.908547,1.5,728.0692873333334,1092.103931,436.8415724,-6577369.59904993,6415.494149122317
1161,0,699000,1,1.0,600.0,11,40.7794608,-73.979919,1.0,600.0,600.0,300.0,-1810116.724108605,787.4103917327513
1162,0,2250000,4,3.0,2184.207862,12,40.7830893,-73.9713177,1.3333333333333333,546.0519655,728.0692873333334,312.0296945714286,-6589272.093875173,713.1264771812788
1164,10,1300000,6,3.0,2184.207862,9,40.6236835,-73.9213087,2.0,364.0346436666667,728.0692873333334,242.68976244444445,-6559079.773608146,17526.634756240062
1165,10,729000,3,3.0,1800.0,9,40.6391205,-73.9112362,1.0,600.0,600.0,300.0,-5406637.741624372,16112.155152755697
1166,2,425000,2,2.0,800.0,20,40.8848915,-73.9110436,1.0,400.0,400.0,200.0,-2417475.9985902156,13058.05820501783
1168,0,625000,3,1.0,652.0,2,40.702334,-73.9937463,3.0,217.33333333333334,652.0,163.0,-1963640.2506306393,8479.615465123705
1169,0,269000,1,1.0,700.0,13,40.7318958,-73.8599645,1.0,700.0,700.0,350.0,-2105919.4644639893,10619.50562709764
1170,2,449000,2,2.0,1440.0,16,40.580134,-74.154154,1.0,720.0,720.0,360.0,-4333227.128606356,26745.656919657948
1172,0,550000,3,2.0,1250.0,11,40.8071957,-73.941821,1.5,416.6666666666667,625.0,250.0,-3771697.9499517125,4205.260099109542
1174,7,758000,3,1.0,1200.0,11,40.5908794,-73.9865956,3.0,400.0,1200.0,300.0,-3603817.1750594047,20699.747964583174
1175,7,829000,4,2.0,1680.0,14,40.6565796,-73.8516349,2.0,420.0,840.0,280.0,-5044292.186475339,16735.643285358154
1182,0,134500,3,1.0,503.0,20,40.8789773,-73.916004,3.0,167.66666666666666,503.0,125.75,-1519870.1567602227,12290.723997656904
1188,10,625000,5,2.0,2184.207862,9,40.6921071,-73.9400823,2.5,436.8415724,1092.103931,312.0296945714286,-6571796.012049003,9765.048300776314
1190,6,605000,4,2.0,1344.0,16,40.5909939,-74.0662942,2.0,336.0,672.0,224.0,-4040634.522715131,22145.578682140553
1191,7,529000,3,2.0,1150.0,16,40.635324,-74.133679,1.5,383.3333333333333,575.0,230.0,-3464312.9752985453,20840.840740311196
1194,12,1049000,3,1.0,1224.0,14,40.7207542,-73.8537801,3.0,408.0,1224.0,306.0,-3681035.1104601724,11692.155690270922
1196,7,599000,3,2.0,2184.207862,9,40.6645719,-73.8995034,1.5,728.0692873333334,1092.103931,436.8415724,-6563744.850298352,13857.051060087915
1197,4,675000,3,1.0,1316.0,16,40.630475,-74.100665,3.0,438.6666666666667,1316.0,329.0,-3962140.7052638913,19574.561791661028
1200,10,998000,6,3.0,1872.0,14,40.7086372,-73.9026067,2.0,312.0,624.0,208.0,-5631864.084820752,9526.268452406768
1202,7,825000,2,2.0,1820.0,9,40.6163169,-73.9981652,1.0,910.0,910.0,455.0,-5470069.928562789,17974.159489605252
1203,10,599999,6,2.0,3490.0,9,40.6649303,-73.8670719,3.0,581.6666666666666,1745.0,436.25,-10483259.662672274,15217.746080601804
1206,7,649000,3,2.0,1064.0,9,40.6215026,-73.9066372,1.5,354.6666666666667,532.0,212.8,-3194339.3691083887,18095.64435136798
1208,2,357000,3,1.0,1100.0,20,40.8389829,-73.8601515,3.0,366.6666666666667,1100.0,275.0,-3318010.8105099,11642.326427042217
1213,10,589999,4,2.0,1680.0,16,40.6314894,-74.1348461,2.0,420.0,840.0,280.0,-5060511.478651073,21228.269094724186
1216,7,749000,3,2.0,1332.0,16,40.6155772,-74.1364517,1.5,444.0,666.0,266.4,-4010778.2434374206,22686.88759187894
1217,2,499000,3,2.0,1156.0,13,40.6726721,-73.8496745,1.5,385.3333333333333,578.0,231.2,-3472235.1165485475,15454.030283598848
1218,7,859000,3,3.0,2184.207862,14,40.71176,-73.753743,1.0,728.0692873333334,728.0692873333334,364.0346436666667,-6558400.125842343,19699.882720716774
1220,7,899000,3,2.0,1324.0,9,40.6055237,-73.9143161,1.5,441.3333333333333,662.0,264.8,-3973760.276758222,19628.76945348717
1223,7,950000,4,3.0,1746.0,14,40.7107548,-73.7320869,1.3333333333333333,436.5,582.0,249.42857142857142,-5240948.838044123,21445.93670466775
1225,7,1399000,5,3.0,3375.0,14,40.6491159,-73.8389887,1.6666666666666667,675.0,1125.0,421.875,-10130027.432417179,18044.063876554155
